City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,saldanha,-33.0117,-33.0117,14.03,93,0,6.36,ZA,1726347129
366,yueyang,29.3333,29.3333,23.98,90,88,4.3,CN,1726347130
367,kuta,-8.7233,-8.7233,25.97,89,20,1.54,ID,1726347132
368,ugoofaaru,5.6667,5.6667,27.97,78,47,5.08,MV,1726347133
369,sao felix do xingu,-6.6447,-6.6447,34.68,26,93,1.79,BR,1726347134
370,ta`u,-14.2336,-14.2336,26.41,83,37,8.7,AS,1726347135
371,lejanias,3.5251,3.5251,28.06,64,92,1.6,CO,1726347137
372,sitangkai,4.6628,4.6628,28.96,77,100,7.06,PH,1726347138
373,bonthe,7.5264,7.5264,25.23,88,30,2.69,SL,1726347139
374,toliara,-23.35,-23.35,22.48,82,25,1.57,MG,1726347141
375,portland,45.5234,45.5234,22.53,70,100,1.54,US,1726346880
376,alvorada,-12.48,-12.48,34.13,17,7,2.17,BR,1726347030
377,laibin,23.7,23.7,26.14,80,77,1.67,CN,1726347145
378,ambon,-3.6954,-3.6954,26.04,95,40,2.06,ID,1726347002
379,gilgit,35.9221,35.9221,17.59,56,1,1.4,PK,1726347148
380,coquimbo,-29.9533,-29.9533,13.88,67,20,5.14,CL,1726347093
381,la leonesa,-27.0379,-27.0379,22.86,41,7,4.23,AR,1726347151
382,tosontsengel,48.7567,48.7567,2.74,79,28,3.8,MN,1726347152
383,akureyri,65.6835,65.6835,3.96,81,100,3.6,IS,1726347153
384,chibougamau,49.9168,49.9168,24.79,41,0,2.06,CA,1726347155
385,ewo,-0.8725,-0.8725,25.54,77,79,1.64,CG,1726347156
386,chake chake,-5.2459,-5.2459,23.05,79,84,3.24,TZ,1726347157
387,dumai,1.6833,1.6833,23.06,98,79,0.95,ID,1726347160
388,verkh-chebula,56.0308,56.0308,3.8,96,99,2.06,RU,1726347161
389,porto de moz,-1.7483,-1.7483,34.05,35,49,0.98,BR,1726347162
390,marquette,46.5333,46.5333,25.58,61,100,1.34,US,1726347164
391,barclayville,4.6797,4.6797,24.46,81,73,3.27,LR,1726347165
392,pikeville,37.4793,37.4793,32.09,44,75,5.14,US,1726347166
393,iskateley,67.6803,67.6803,15.57,86,13,3.85,RU,1726347168
394,westport,41.1415,41.1415,26.97,63,0,3.6,US,1726347169
395,brak,27.5496,27.5496,31.87,41,64,8.96,LY,1726347170
396,zhaotong,27.3167,27.3167,17.24,91,4,1.14,CN,1726347172
397,konarka,19.9,19.9,27.25,81,100,5.39,IN,1726347173
398,mount isa,-20.7333,-20.7333,16.87,45,1,2.57,AU,1726347174
399,oran,35.6911,35.6911,21.96,64,0,6.17,DZ,1726347175
400,diu,20.7141,20.7141,25.64,80,44,2.88,IN,1726347177
401,youghal,51.95,51.95,14.58,91,100,7.59,IE,1726347178
402,san martin,-33.081,-33.081,21.91,19,0,4.87,AR,1726347179
403,valparaiso,-33.0393,-33.0393,17.8,57,0,7.2,CL,1726347119
404,chongqing,29.5628,29.5628,30.18,64,0,3.0,CN,1726347182
405,nichinan,31.6,31.6,26.84,94,80,3.62,JP,1726347183
406,sao gabriel da cachoeira,-0.1303,-0.1303,31.64,56,96,0.32,BR,1726347185
407,viljandi,58.3639,58.3639,15.13,95,90,1.33,EE,1726347186
408,yorkton,51.2167,51.2167,22.91,35,0,5.14,CA,1726347187
409,vilyuchinsk,52.9306,52.9306,9.15,71,23,4.13,RU,1726347189
410,porto novo,6.4965,6.4965,25.9,94,100,2.41,BJ,1726347113
411,tres arroyos,-38.3739,-38.3739,13.75,47,0,2.8,AR,1726347192
412,new norfolk,-42.7826,-42.7826,3.73,93,17,1.27,AU,1726347193
413,laojunmiao,39.8333,39.8333,12.04,77,9,2.0,CN,1726347194
414,siocon,7.7061,7.7061,26.21,87,100,5.26,PH,1726347195
415,dodge city,37.7528,37.7528,32.91,41,0,7.72,US,1726347141
416,papao,-17.75,-17.75,26.82,76,8,3.99,PF,1726347198
417,yuzhno-kurilsk,44.0306,44.0306,14.61,96,100,6.18,RU,1726347199
418,sydney,-33.8679,-33.8679,9.28,62,20,6.17,AU,1726346955
419,salalah,17.0151,17.0151,27.05,89,75,3.09,OM,1726347202
420,brades,16.7918,16.7918,28.63,78,17,8.13,MS,1726347203
421,ebon,4.582,4.582,25.36,95,100,4.0,MH,1726347205
422,belmonte,-15.8631,-15.8631,22.99,80,5,3.01,BR,1726347206
423,mogadishu,2.0371,2.0371,25.07,80,9,8.43,SO,1726347207
424,lakatoro,-16.0999,-16.0999,26.89,75,7,2.56,VU,1726347209
425,mariental,-24.6333,-24.6333,17.18,11,0,4.8,NA,1726347210
426,torghay,49.6339,49.6339,17.38,54,100,5.09,KZ,1726347211
427,laem sing,12.4816,12.4816,27.22,83,100,6.05,TH,1726347213
428,esfarayen,37.0765,37.0765,17.61,44,81,2.87,IR,1726347214
429,malabar,-33.9667,-33.9667,9.51,62,20,6.17,AU,1726347215
430,constitucion,-35.3333,-35.3333,15.54,60,6,6.66,CL,1726347217
431,oltinko'l,40.8011,40.8011,19.84,23,0,1.07,UZ,1726347218
432,midvagur,62.0511,62.0511,10.46,100,100,9.77,FO,1726347219
433,fish town,5.1964,5.1964,22.39,90,100,2.11,LR,1726347220
434,viru,-8.4167,-8.4167,21.81,62,2,3.75,PE,1726347222
435,kilju,40.9642,40.9642,15.27,93,100,0.15,KP,1726347223
436,sinah,36.809,36.809,25.89,20,0,1.63,IQ,1726347224
437,nema,57.5067,57.5067,14.49,83,26,2.26,RU,1726347225
438,buka,40.8108,40.8108,16.49,30,5,0.69,UZ,1726347227
439,hoeryong,42.4428,42.4428,7.72,94,98,1.8,KP,1726347228
440,"laikit, laikit ii (dimembe)",1.4792,1.4792,20.47,83,20,1.03,ID,1726347230
441,anna regina,7.2644,7.2644,29.23,72,6,3.33,GY,1726347231
442,kui buri,12.0828,12.0828,26.91,77,100,2.87,TH,1726347232
443,lillehammer,61.1146,61.1146,5.2,74,37,0.6,NO,1726347234
444,fort st. john,56.2499,56.2499,15.94,59,75,5.14,CA,1726347235
445,kamen'-na-obi,53.7884,53.7884,11.02,95,32,4.04,RU,1726347236
446,hirara,24.8,24.8,27.92,89,20,2.57,JP,1726347238
447,sandnessjoen,66.0217,66.0217,11.01,71,100,6.58,NO,1726347239
448,howrah,22.5892,22.5892,26.0,94,100,6.17,IN,1726347240
449,tralee,52.2704,52.2704,14.08,98,100,2.33,IE,1726347241
450,ixtlan del rio,21.0333,21.0333,30.37,50,76,2.71,MX,1726347243
451,arteche,12.2645,12.2645,25.8,87,100,5.8,PH,1726347244
452,atar,20.5169,20.5169,33.79,35,16,2.22,MR,1726347246
453,rabo de peixe,37.8,37.8,20.73,73,20,2.06,PT,1726347247
454,tadine,-21.55,-21.55,22.31,66,6,5.96,NC,1726347249
455,kruisfontein,-34.0033,-34.0033,12.71,95,53,0.61,ZA,1726347250
456,georgievka,49.3314,49.3314,6.89,75,0,1.46,KZ,1726347251
457,darwin,-12.4611,-12.4611,23.99,83,47,1.54,AU,1726347253
458,tuy hoa,13.0833,13.0833,26.5,75,100,5.97,VN,1726347254
459,yelizovo,53.1873,53.1873,9.08,53,20,8.0,RU,1726347096
460,shache,38.4167,38.4167,22.92,22,100,2.28,CN,1726347256
461,trairi,-3.2778,-3.2778,25.05,78,25,5.52,BR,1726347258
462,al kharj,24.155,24.155,32.32,20,4,3.86,SA,1726347259
463,solleftea,63.1667,63.1667,3.92,70,0,0.6,SE,1726347260
464,la gi,10.6667,10.6667,24.81,92,100,4.19,VN,1726347262
465,dubbo,-32.25,-32.25,3.07,87,8,4.63,AU,1726347263
466,dighwara,25.7333,25.7333,28.04,100,75,1.54,IN,1726347264
467,monrovia,6.3005,6.3005,24.93,87,41,4.67,LR,1726347266
468,rehoboth,-23.3167,-23.3167,18.0,12,1,2.77,NA,1726347267
469,beatrice,40.2681,40.2681,26.05,57,0,3.09,US,1726347125
470,ciudad constitucion,25.0369,25.0369,32.11,43,95,6.79,MX,1726347270
471,kakata,6.53,6.53,22.54,98,56,1.26,LR,1726347271
472,revda,56.801,56.801,10.67,94,2,0.63,RU,1726347272
473,saurimo,-9.6608,-9.6608,23.33,26,16,2.18,AO,1726347255
474,vernon,50.2581,50.2581,19.4,57,87,1.03,CA,1726347179
475,ovruch,51.3246,51.3246,23.6,33,45,6.73,UA,1726347276
476,meizhou,24.2977,24.2977,24.24,85,100,0.88,CN,1726347159
477,frolovo,49.7713,49.7713,17.11,34,0,4.61,RU,1726347279
478,mutuali,-14.8706,-14.8706,25.1,30,24,1.76,MZ,1726347280
479,port isabel,26.0734,26.0734,33.34,88,75,6.17,US,1726347282
480,hawick,55.4227,55.4227,13.95,97,100,7.59,GB,1726347283
481,lebanon,36.2081,36.2081,26.79,84,100,1.79,US,1726347284
482,sur,22.5667,22.5667,28.35,64,0,5.33,OM,1726347285
483,puerto deseado,-47.7503,-47.7503,9.36,50,77,10.77,AR,1726347287
484,novotroitskaya,45.3267,45.3267,19.14,39,0,9.02,RU,1726347288
485,mahanje,-9.9333,-9.9333,19.09,41,32,1.15,TZ,1726347289
486,mwinilunga,-11.7358,-11.7358,20.6,23,1,1.55,ZM,1726347290
487,deder,9.3167,9.3167,13.83,72,71,3.29,ET,1726347292
488,ritchie,-29.038,-29.038,19.77,31,100,8.44,ZA,1726347293
489,cuyo,10.8525,10.8525,27.57,83,100,13.34,PH,1726347294
490,labuan bajo,-8.4964,-8.4964,24.17,72,7,1.87,ID,1726347296
491,nantucket,41.2835,41.2835,25.06,53,0,4.63,US,1726347297
492,morondava,-20.2833,-20.2833,23.6,92,2,0.92,MG,1726347299
493,qujing,25.4833,25.4833,15.27,93,5,0.97,CN,1726347300
494,weno,7.4515,7.4515,27.97,89,100,2.57,FM,1726347301
495,victorica,-36.2151,-36.2151,20.25,20,7,3.71,AR,1726347302
496,kirkland lake,48.1446,48.1446,27.16,50,7,2.57,CA,1726347304
497,kirakira,-10.4544,-10.4544,26.47,87,65,3.1,SB,1726347305
498,el kala,36.8956,36.8956,20.4,61,2,6.57,DZ,1726347306
499,tiszafured,47.6167,47.6167,10.18,94,100,3.39,HU,1726347308
500,castro,-24.7911,-24.7911,18.53,89,100,0.5,BR,1726347309
501,camana,-16.6228,-16.6228,17.09,75,26,4.1,PE,1726347310
502,praia da vitoria,38.7333,38.7333,24.31,78,20,2.35,PT,1726347306
503,weiser,44.251,44.251,26.29,31,15,4.92,US,1726347313
504,york,40.1254,40.1254,30.44,40,0,3.77,US,1726347317
505,lovisa,60.4566,60.4566,16.83,91,99,3.52,FI,1726347318
506,dublin,37.7021,37.7021,30.93,45,0,3.58,US,1726347319
507,basco,20.4487,20.4487,28.51,78,50,2.96,PH,1726347321
508,kaka,37.3482,37.3482,20.71,21,36,2.17,TM,1726347322
509,bartlesville,36.7473,36.7473,33.95,43,0,2.06,US,1726347324
510,kitaibaraki,36.7833,36.7833,26.25,95,43,3.0,JP,1726347325
511,mitu,1.1983,1.1983,33.07,44,93,1.63,CO,1726347326
512,acarau,-2.8856,-2.8856,25.28,77,91,8.45,BR,1726347328
513,lubango,-14.9172,-14.9172,19.92,60,0,2.06,AO,1726347330
514,sola,-13.8833,-13.8833,26.01,84,11,3.68,VU,1726347332
515,don sak,9.3168,9.3168,26.13,81,100,7.11,TH,1726347333
516,la'ie,21.6477,21.6477,28.92,72,14,3.58,US,1726347334
517,bude,50.8243,50.8243,12.67,82,37,4.0,GB,1726347139
518,sanctuary point,-35.1114,-35.1114,9.79,53,51,7.9,AU,1726347338
519,kutum,14.2,14.2,28.39,42,7,4.08,SD,1726347339
520,khovd,48.0056,48.0056,6.36,38,0,0.96,MN,1726347341
521,gornozavodsk,58.3758,58.3758,10.89,94,1,1.28,RU,1726347342
522,muli,2.9167,2.9167,28.49,75,72,5.09,MV,1726347343
523,bolobo,-2.1667,-2.1667,24.11,81,21,0.93,CD,1726347346
524,korla,41.7597,41.7597,19.76,38,45,8.07,CN,1726347347
525,gornopravdinsk,60.05,60.05,13.7,91,100,2.75,RU,1726347348
526,puerto ayacucho,5.6639,5.6639,33.0,59,1,1.04,VE,1726347350
527,tsiombe,-25.3,-25.3,22.17,72,18,1.88,MG,1726347351
528,santiago de cao,-7.9589,-7.9589,18.07,77,32,6.17,PE,1726347352
529,atherton,53.5237,53.5237,15.12,77,100,0.89,GB,1726347354
530,san jose del guaviare,2.5729,2.5729,34.1,47,59,0.93,CO,1726347355
531,nagqu,31.5,31.5,2.33,85,100,1.91,CN,1726347356
532,francistown,-21.17,-21.17,25.62,20,39,2.42,BW,1726347358
533,colac,-38.3333,-38.3333,5.4,76,8,2.65,AU,1726347359
534,mount pearl,47.5166,47.5166,12.3,85,100,7.72,CA,1726347262
535,tezu,27.9167,27.9167,24.0,86,59,2.16,IN,1726347362
536,six-fours-les-plages,43.0938,43.0938,14.73,47,5,3.85,FR,1726347363
537,topchikha,52.8192,52.8192,11.07,72,97,5.76,RU,1726347364
538,kadnikov,59.5022,59.5022,14.38,69,100,2.18,RU,1726347365
539,porto murtinho,-21.6989,-21.6989,24.18,64,83,5.2,BR,1726347293
540,meadow lake,34.8014,34.8014,32.58,15,0,5.02,US,1726347368
541,newman,37.3138,37.3138,33.92,29,0,0.45,US,1726347369
542,choyr,46.3611,46.3611,7.1,65,19,3.86,MN,1726347371
543,sinabang,2.4803,2.4803,25.78,83,100,0.39,ID,1726347372
544,damghan,36.1683,36.1683,21.01,44,100,1.81,IR,1726347373
545,byron bay,-28.65,-28.65,14.43,76,6,1.51,AU,1726347374
546,darsi,15.7695,15.7695,27.3,61,100,2.68,IN,1726347377
547,kalmunai,7.4167,7.4167,27.55,74,100,2.95,LK,1726347378
548,vilhena,-12.7406,-12.7406,28.12,51,40,7.2,BR,1726347379
549,molteno,-31.3968,-31.3968,10.91,79,97,3.68,ZA,1726347381
550,porecatu,-22.7558,-22.7558,29.12,41,89,2.76,BR,1726347382
551,aswan,24.0934,24.0934,34.61,21,0,2.57,EG,1726347254
552,zhaoyuan,37.3592,37.3592,17.29,76,34,5.29,CN,1726347385
553,magong,23.5654,23.5654,26.81,86,55,5.03,TW,1726347386
554,mao,39.8885,39.8885,17.31,63,20,1.54,ES,1726347387
555,kuala belait,4.5833,4.5833,25.47,90,99,2.95,BN,1726347389
556,xihe,31.6864,31.6864,22.92,88,47,3.6,CN,1726347390
557,ulsteinvik,62.3432,62.3432,15.17,66,100,1.79,NO,1726347391
558,olinda,-8.0089,-8.0089,25.85,69,20,6.17,BR,1726347392
559,kyongsong,41.5878,41.5878,14.71,92,100,0.53,KP,1726347394
560,susuman,62.7833,62.7833,3.38,99,100,3.5,RU,1726347395
561,nuuk,64.1835,64.1835,6.34,93,100,1.03,GL,1726347396
562,kavieng,-2.5744,-2.5744,27.12,82,69,1.96,PG,1726347398
563,okhotsk,59.3833,59.3833,6.28,57,99,5.82,RU,1726347399
564,illizi,26.4833,26.4833,32.13,35,77,3.15,DZ,1726347400
565,mercedes,-34.6515,-34.6515,14.87,54,2,2.16,AR,1726347401
566,slobodskoy,58.7322,58.7322,14.93,94,16,1.47,RU,1726347403
567,divino das laranjeiras,-18.7778,-18.7778,27.31,35,20,2.48,BR,1726347252
